Description,Price,Old Price,Reviews
"Samsung Galaxy A05, 6.6''  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Green","KSh 13,290","KSh 1,980",4.2 out of 5
"Samsung GALXY A55 5G,8GB RAM/256GB ROM,5000MAH,SPLY""","KSh 10,999","KSh 13,999",4.5 out of 5
Itel P65 6.7 DISPLAY 4GB RAM +128 GB ROM 5000 MAH+2400 MAH CHARGING CASE DUAL SIM DS,"KSh 15,998","KSh 60,000",5 out of 5
"Oppo A60 6.67'' 8GB RAM + 256GB ROM, 50MP, 5000mAh, 45W, (DUAL SIM) - Ripple Blue + Smart watch & Power bank","KSh 18,190","KSh 14,999",5 out of 5
"Realme NOTE 50  6.74 display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +COVER SPEAKER","KSh 10,520","KSh 4,000",5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Black","KSh 49,999","KSh 45,999",4 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM BN","KSh 10,990","KSh 34,000",4.1 out of 5
"Realme C61 6.74'', 128GB ROM + 6GB RAM (Dual SIM), 5000mAh Battery+OTG+WATCH+BT SPEAKER ...LII","KSh 2,450","KSh 24,999",4 out of 5
"Samsung  Galaxy S24 Ultra - 256 GB, Titanium Black","KSh 3,290","KSh 30,000",4.2 out of 5
"Itel A18 5.0"" Screen Display Size,2400 MAh ,[32GB+1GB],(Dual Sim)superfly","KSh 23,999","KSh 20,000",4.3 out of 5
"Infinix Hot 40i, 6.78"" , 256GB ROM + 8GB (Up to 16gb) RAM  (Dual SIM), 50MP, 5000mAh -  Horizon Gold","KSh 5,399","KSh 20,999",4 out of 5
"Safaricom NEON RAY ULTRA,6.5 INCHES,3750MAH,32GB RAM,2GB ROM,FREEBIES IN PACK","KSh 14,350","KSh 19,999",5 out of 5
"XIAOMI REDMIA3 ,6.71'' Display 128GB ROM + 4GB RAM - Dual Sim,5000mAh - BLUE","KSh 13,162","KSh 12,000",4.2 out of 5
"Tecno 301 , Dual Sim Card Phone KABAMBE + Free Couple Watches","KSh 12,200","KSh 80,000",4.4 out of 5
"XIAOMI Redmi A3, 6.71"" Display 3GB RAM + 64GB 5000mAh (Dual SIM) - Black + Smart watch & Earpods","KSh 24,799","KSh 5,800",4.8 out of 5
"XIAOMI Redmi A2 Plus, 6.52"" Display  2 GB + 32 GB 5000mAh (Dual SIM) -  Blue","KSh 26,750","KSh 3,000",4.5 out of 5
"Nokia 8210, 2.8 Inches 0.3MP Dual SIM Cards 1450mAh-Grey","KSh 25,550","KSh 1,300",5 out of 5
"Tecno Camon 30, 6.78"" Display,  256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh - Basaltic Dark + Smart watch & Power bank","KSh 24,545","KSh 24,999",4.3 out of 5
"Tecno Spark 10 Pro, 6.8"" Display, 256GB + 8GB RAM, 50MP, Dual SIM, 5000mAh - Black + Free Gifts","KSh 12,919","KSh 38,999",5 out of 5
"Samsung Brand New Galaxy A05 128GB+4GB 50MP Camera 6.7"" Android 13 MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Smart Phones","KSh 9,250","KSh 20,000",5 out of 5
"Samsung Galaxy A14, 6.6""PLS LCD DISPLAY(128GB + 4GB),50MP,(Dual SIM)ANDROID 13,""SPLY""","KSh 22,999","KSh 35,999",4 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67""DISPLAY, 256GB ROM + 8GB RAM, 200MP Camera- (Dual SIM), 5100mAh - BLUE+ FREE GIFTS","KSh 12,645","KSh 20,999",4 out of 5
"Tecno  Camon 20 Pro 5G-6.67"", 256GB+8GB RAM (UPTO 16GB),Daul SIM-5000mAh-BN","KSh 8,690","KSh 23,000",4 out of 5
"Tecno POP 8 6.6"" - 64GB ROM + Up to 4 GB RAM - Android 13, Dual sim, 5000mAh- Dual Speaker - BDS SW","KSh 1,950","KSh 39,999",5 out of 5
"XIAOMI Redmi A3 - 6.71''Screen 128GB Storage 4GB RAM - Dual Sim,5000mah Battery+ FREE EARPODS+WATCH-Lii","KSh 32,999","KSh 20,000",5 out of 5
OPPO Refurbished A83 4GB + 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Blue）,"KSh 36,499","KSh 14,999",1 out of 5
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,128GB ROM & 4GB RAM, DUAL SIM SW F9","KSh 6,999 - KSh 7,000","KSh 4,000",5 out of 5
"Tecno T315 Connectivity: FM Radio, Palmchat, Facebook, Bluetooth Operating System","KSh 16,590","KSh 59,999",4 out of 5
"Itel P65, 6.7"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Titanium","KSh 13,180","KSh 1,238",5 out of 5
"Samsung  Galaxy Note 10 Plus - 6.8"" - 256GB - 12GB RAM - Single Sim - Aura glow","KSh 18,999","KSh 40,599",4.3 out of 5
"Tecno Pop 7  6.6"" Display 2GB RAM + 64GB ROM, 8MP , 5000mAh, Blue","KSh 2,400","KSh 80,000",3.5 out of 5
Tecno T528 Model//16MB ROM + 8MB RAM ..2500mAh//FM Radio//Dual SIM>>Gold,"KSh 10,899","KSh 1,180",5 out of 5
"Tecno Phantom V Flip 5G, 256GB + 8GB RAM (Single SIM) 4000mAh, Iconic Black","KSh 6,299","KSh 34,999",5 out of 5
"Infinix HOT 50 PRO +,AMOLED CURVED SCREEN DISPLAY 6.78"" INCHES(8GB +8GB) RAM & 256GB ROM,5000MAH,50MP","KSh 25,999","KSh 25,000",5 out of 5
XIAOMI REDMI 13 6.79 INCH 6GB RAM + 128 GB ROM BATTERY 5030 MAH DUAL SIM LVAN,"KSh 23,999","KSh 19,999",4.5 out of 5
"Tecno Spark 30, 6.6'' Display, 8GB RAM+128GB ROM - Dual Sim - 50MP - 5000mAh - Black","KSh 55,999","KSh 23,999",5 out of 5
"Samsung Galaxy M15 5G, 6.5"", 128GB + 6GB RAM (Dual SIM), 6000mAh,Stone Grey","KSh 1,300","KSh 40,999",4.5 out of 5
"Tecno  POP 8 6.6"" - 4GB RAM + 128 ROM - Android 13 - MAGNIFIER+BUDS+S.WATCH","KSh 13,199","KSh 35,999",4.5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue","KSh 20,799","KSh 2,600",4 out of 5
"Infinix  Smart 8, 6.6"", 4GB RAM Expandable Up to 6GB + 64GB ROM, Android13 (Dual sim) 5000mAh - Black + Smart watch & Earpods","KSh 4,780","KSh 20,000",5 out of 5
"Safaricom NEON RAY ULTRA,6.5 INCHES,3750MAH,32GB RAM,2GB ROM,FREEBIES IN PACK","KSh 14,799","KSh 40,000",2.5 out of 5
Apple  iPhone 11 128GB-Single SIM -White,"KSh 16,999","KSh 2,000",5 out of 5
"VILLAON V20,,SEDUAL SIM3000MAH BATTERY4GB+32GB STORAGEFREE GIFTS","KSh 57,000","KSh 3,000",3.7 out of 5
"Tecno  T301 ,  Dual Sim,Memory Card Slot-black","KSh 20,795","KSh 2,999",5 out of 5
Oraimo Efficient  & Durable Charger For All Smart Phones,"KSh 11,398","KSh 21,000",3 out of 5
"Tecno Spark 30, 6.6'' Display, 8GB RAM+128GB ROM - Dual Sim - 50MP - 5000mAh - Black","KSh 52,000","KSh 39,999",3.8 out of 5
"Tecno Camon 30S PRO, 6.78"",50MP- 256GB + 8GB RAM (+8GB Extended), Dual SIM, 5000mAh, 4G,-Grey+Smartwatch+Earpods","KSh 13,650","KSh 30,000",3 out of 5
"XIAOMI REDMI A3,6.71 INCHES DISPLAY,128GB ROM & 4GB RAM,POWERBANK,WATCH & BUDS","KSh 34,999","KSh 10,000",3.9 out of 5
"Vivo Y28 - 6.64""  256GB + Up to !6GB RAM (Dual SIM) 50MP + 2MP Camera, 6000mAh - Orange + Smart watch & Earpods","KSh 11,999","KSh 20,999",4.1 out of 5
"Samsung Galaxy A05, 6.7'',  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Green + Smart Watch & Buds","KSh 19,399","KSh 3,999",4 out of 5
"Samsung GALAXY A05,6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP+SP WATCH 2","KSh 26,999","KSh 25,000",5 out of 5
"Tecno Camon 30, 6.78"" Display,  256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh - Salt White","KSh 15,990","KSh 19,999",5 out of 5
"Tecno POP 8,128GB ROM ,4GB UPTO 8GB RAM, & FREE SMART WATCH,","KSh 128,000","KSh 30,000",5 out of 5
"Tecno Pop 7  6.6"" Display 2GB RAM + 64GB ROM, 8MP , 5000mAh, Blue","KSh 5,990","KSh 3,000",3 out of 5
Tecno T528 Model//16MB ROM + 8MB RAM ..2500mAh//FM Radio//Dual SIM>>Gold,"KSh 17,699","KSh 36,000",5 out of 5
"Oppo Reno 12 F 5G, 6.67'' , 120Hz Smart Adaptive Screen, 12GB RAM + 256GB ROM, 50MP Camera, 14 ColorOs, 5000mAh - Amber Orange","KSh 8,999","KSh 2,000",4 out of 5
P47 BEST Bluetooth Wireless Headphones With Memory Card Slot & FM Radio For  High Fidelity Stereo Surround Sound.,"KSh 11,095","KSh 30,000",3 out of 5
"Oppo A58, 6.72'' 8GB RAM + 128GB, 50MP Camera, 4G, Dual Sim 5000mAh, Dazzling Green  + REEBIES","KSh 2,090","KSh 38,372",1 out of 5
"Oppo Reno 11 5G, 6.7', 12GB + 256GB, 50MP, (Dual Sim), Android 14, 5000mAh - Rock Grey + Smart watch & Buds","KSh 10,699","KSh 34,000",4 out of 5
"Tecno Pop 7, 6.6"" HD+, 2GB + 64GB, 8MP, 4G (Dual SIM) 5000MAh - Endless Black","KSh 10,999","KSh 26,999",4 out of 5
Mobile Hamily  1.77screen 5c(1150mah) battery,"KSh 4,999","KSh 22,000",4 out of 5
"Tecno  SPARK 20 Pro, 6.78""display, 256GB + 8GB RAM (Expandable UPTO 16GB), Dual SIM, 5000mAh- Sunset Blush + Free gifts","KSh 29,699","KSh 20,999",5 out of 5
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,128GB ROM & 4GB RAM, DUAL SIM SW F9","KSh 23,250","KSh 19,999",1 out of 5
"Vivo Y17s, 6.56'', 128GB + 6GB RAM (Dual SIM), 5000mAh, Purple","KSh 14,699","KSh 12,000",3 out of 5
"Samsung  Galaxy A05s, 6.7"", 128GB ROM + 4GB RAM (Dual SIM), 5000mAh, Black+FREE GIFTS","KSh 16,700","KSh 9,933",4.5 out of 5
"Apple iPhone 15 Pro Max, 6.7"", 256GB + 8GB RAM (Single SIM), 4441mAh, White","KSh 30,495","KSh 59,900",2.8 out of 5
"Infinix Note 40 Pro (256GB ROM + 8+8GB RAM),4G, 108MP, 5000mAh - Vintage Green","KSh 22,999","KSh 80,000",4 out of 5
iPhone 12 Pro Max Privacy Screen Protector/Guard,"KSh 11,799","KSh 5,800",3 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU","KSh 11,999","KSh 3,000",5 out of 5
Tecno NEW T528 KABAMBE PHONE//3. SCREEN DISPLAY//FM LOUD SPEAKER WIRELESS//FACEBOOK//TYPE-C CHARGER//,"KSh 7,189","KSh 1,300",3 out of 5
"Tecno  SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+SMART WATCH  C","KSh 18,789","KSh 24,999",5 out of 5
Tecno camon 30s pro 16 gb ram ( 8+8 ) 256 gb BATTERY 5000mh SPP WW,"KSh 1,940","KSh 38,999",4 out of 5
"Bontel Explorer 300 Walkie Talkie Mobile Phone - Dual SIM, Spotlight Torch","KSh 12,990","KSh 20,000",4.5 out of 5
"Bontel 2720 1.77”FLIP,FLASH DISK,WATCH& BLUETOOTH","KSh 55,000","KSh 35,999",3 out of 5
Nokia 1.8-inch Dual SIM Mobile Phone-Black.,"KSh 10,499","KSh 20,999",4.5 out of 5
"Samsung Galaxy A05s, 6.7"", 64GB + 4GB (Dual SIM), 5000mAh, Violet","KSh 2,550","KSh 23,000",4 out of 5
"Oppo A60 6.67'' 8GB RAM + 256GB ROM, 50MP, 5000mAh, 45W, (DUAL SIM) - Ripple Blue + Smart watch & Power bank","KSh 99,999","KSh 39,999",3.8 out of 5
Tecno Pova 6 Neo - 6.78'' - 256GB HDD - 8GB RAM - 50MP Rear/8MP Front - 7000mAh -,"KSh 28,999","KSh 20,000",3 out of 5
"Oale S23PLUS,32GB Rom  And 3GB Ram, Battery 4050Mah, Fingerprint Unlock,8mp Back Camera And 5mp Front Camera,Trio Slot Design","KSh 17,999","KSh 14,999",4.5 out of 5
"Tecno Spark 20C  6.6"" 256GB + Up to 12GB RAM, 4G (Dual SIM) 5000mAh - Green","KSh 17,999","KSh 4,000",3.6 out of 5
"Nokia 150 2.4""' display, Dual Sim, FM Radio and MP3 Camera, 1020mAh-Black + Led Watch","KSh 21,990","KSh 59,999",4.7 out of 5
"Samsung Galaxy S7 Edge 5.5"" Inch 4GB RAM 32GB ROM Lte Phone Gold","KSh 13,899","KSh 1,238",3.4 out of 5
"Samsung Galaxy A05, 6.6''  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Green","KSh 19,399","KSh 40,599",5 out of 5
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM BN","KSh 11,999","KSh 80,000",4.2 out of 5
"Ifinex  F1 with Tripple simcard,Memory slot,Fm Radio  1PC","KSh 8,999","KSh 1,180",2.8 out of 5
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB, 50MP (Dual SIM), 5000mAh, Black+ Free Pods & Smartwatch","KSh 57,000","KSh 34,999",5 out of 5
"P47 NEW Bluetooth Wireless Headphone, Head Phone With Memory Card Slot & FM Radio + BONUS High Performance Speed Memory Card 32GB","KSh 5,700","KSh 25,000",4 out of 5
Vivo Y18 6.5 INCHES 6GB RAM +128GB RAM 5000 MAH BATTERRY+ SPEAKER CV,"KSh 1,650","KSh 19,999",1.5 out of 5
Camon 30 Pro 7.3-Inch Large Screen 5 Million Pixels Android 8.1,KSh 655,"KSh 23,999",5 out of 5
"XIAOMI MI 11 5G 8GB RAM 128Gb Storage Snapdragon 888 5G AMOLED, 1B colors, 120Hz 108MP+13MP+20MP Camera Android smart phones","KSh 17,999","KSh 40,886",5 out of 5
"Google Pixel 3A 5.6"" 4GB RAM 64GB ROM -5G -Physical sim plus e-sim - Just Black","KSh 33,169","KSh 10,957",5 out of 5
"Tecno  Camon 20 Pro 5G-6.67"", 256GB+8GB RAM (UPTO 16GB),Daul SIM-5000mAh-BN","KSh 12,200","KSh 40,999",4 out of 5
"Samsung GALAXY A05,6.7""DISPLAY,4GB RAM+64GB,5000mAh, 4G-Silver","KSh 25,650","KSh 35,999",4.5 out of 5
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Blue","KSh 12,450","KSh 2,600",5 out of 5
"Infinix  Smart 8, 6.6"", 4GB RAM Expandable Up to 6GB + 64GB ROM, Android13 (Dual sim) 5000mAh - Black + Smart watch & Earpods","KSh 12,999","KSh 20,000",5 out of 5
"Safaricom NEON RAY ULTRA,6.5 INCHES,3750MAH,32GB RAM,2GB ROM,FREEBIES IN PACK","KSh 29,999","KSh 40,000",4.5 out of 5
Oppo A57/F1 99% New  Discounted Price Gold Official Smart Phone 3GB+32GB/64GB/128GB 5.5inch Mobile Android Phones  Cheap Phones Free Accessories,"KSh 12,499","KSh 46,767",4 out of 5
"Samsung Galaxy S10+ S10 Plus 6.4""  8GB RAM 128GB Mobile Phone - Black","KSh 10,499","KSh 2,000",5 out of 5
Apple  iPhone 11 128GB-Single SIM -White,"KSh 2,550","KSh 3,000",4.7 out of 5
"VILLAON V20,,SEDUAL SIM3000MAH BATTERY4GB+32GB STORAGEFREE GIFTS","KSh 46,999","KSh 2,999",3.4 out of 5
"Tecno  T301 ,  Dual Sim,Memory Card Slot-black",KSh 710,"KSh 21,000",3 out of 5
Oraimo Efficient  & Durable Charger For All Smart Phones,"KSh 27,999","KSh 39,999",5 out of 5
"Tecno Spark 30, 6.6'' Display, 8GB RAM+128GB ROM - Dual Sim - 50MP - 5000mAh - Black","KSh 63,999","KSh 30,000",4.3 out of 5
"Tecno Camon 30S PRO, 6.78"",50MP- 256GB + 8GB RAM (+8GB Extended), Dual SIM, 5000mAh, 4G,-Grey+Smartwatch+Earpods","KSh 19,500","KSh 35,999",4.8 out of 5
"XIAOMI REDMI A3,6.71 INCHES DISPLAY,128GB ROM & 4GB RAM,POWERBANK,WATCH & BUDS","KSh 1,050","KSh 29,999",3 out of 5
"Vivo Y28 - 6.64""  256GB + Up to !6GB RAM (Dual SIM) 50MP + 2MP Camera, 6000mAh - Orange + Smart watch & Earpods","KSh 20,799","KSh 25,000",3 out of 5
"Samsung Galaxy A05, 6.7'',  4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh - Green + Smart Watch & Buds","KSh 18,789","KSh 30,000",4 out of 5
"Samsung GALAXY A05,6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP+SP WATCH 2","KSh 16,999","KSh 3,000",3.9 out of 5
"Tecno Camon 30, 6.78"" Display,  256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh - Salt White","KSh 15,998","KSh 29,999",3.8 out of 5
"Tecno POP 8,128GB ROM ,4GB UPTO 8GB RAM, & FREE SMART WATCH,","KSh 175,999","KSh 18,000",5 out of 5
"Tecno Pop 7  6.6"" Display 2GB RAM + 64GB ROM, 8MP , 5000mAh, Blue","KSh 36,499","KSh 22,000",3 out of 5
Tecno T528 Model//16MB ROM + 8MB RAM ..2500mAh//FM Radio//Dual SIM>>Gold,KSh 950,"KSh 60,000",4.1 out of 5
"Oppo Reno 12 F 5G, 6.67'' , 120Hz Smart Adaptive Screen, 12GB RAM + 256GB ROM, 50MP Camera, 14 ColorOs, 5000mAh - Amber Orange","KSh 20,699","KSh 28,000",4.4 out of 5
P47 BEST Bluetooth Wireless Headphones With Memory Card Slot & FM Radio For  High Fidelity Stereo Surround Sound.,"KSh 2,400","KSh 16,999",2 out of 5
"Oppo A58, 6.72'' 8GB RAM + 128GB, 50MP Camera, 4G, Dual Sim 5000mAh, Dazzling Green  + REEBIES","KSh 16,059","KSh 40,000",5 out of 5
"Oppo Reno 11 5G, 6.7', 12GB + 256GB, 50MP, (Dual Sim), Android 14, 5000mAh - Rock Grey + Smart watch & Buds","KSh 32,999","KSh 2,800",5 out of 5
"Tecno Pop 7, 6.6"" HD+, 2GB + 64GB, 8MP, 4G (Dual SIM) 5000MAh - Endless Black","KSh 1,700","KSh 30,000",5 out of 5
Mobile Hamily  1.77screen 5c(1150mah) battery,"KSh 2,700","KSh 22,000",3.4 out of 5
"Tecno  SPARK 20 Pro, 6.78""display, 256GB + 8GB RAM (Expandable UPTO 16GB), Dual SIM, 5000mAh- Sunset Blush + Free gifts","KSh 1,899","KSh 31,802",4 out of 5
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,128GB ROM & 4GB RAM, DUAL SIM SW F9","KSh 18,399","KSh 80,000",5 out of 5
"Vivo Y17s, 6.56'', 128GB + 6GB RAM (Dual SIM), 5000mAh, Purple","KSh 34,999","KSh 13,999",5 out of 5
"Samsung  Galaxy A05s, 6.7"", 128GB ROM + 4GB RAM (Dual SIM), 5000mAh, Black+FREE GIFTS","KSh 23,699","KSh 19,999",4.1 out of 5
"Apple iPhone 15 Pro Max, 6.7"", 256GB + 8GB RAM (Single SIM), 4441mAh, White","KSh 6,999 - KSh 7,000","KSh 19,999",5 out of 5
Samsung Galaxy A23 128 GB HDD - 4 GB RAM - Light Blue,"KSh 15,699","KSh 120,000",3.7 out of 5
Oppo A57/ F1 Pink 99% New Discounted Price Official Smart Phone 3GB+32GB 5.5inch Mobiles Android Phones  Mobile Phones  Android  Cheap Phones Free Accessories,"KSh 2,400","KSh 2,800",5 out of 5
"Infinix Note 40 Pro (256GB ROM + 8+8GB RAM),4G, 108MP, 5000mAh - Vintage Green","KSh 17,899","KSh 5,000",3 out of 5
iPhone 12 Pro Max Privacy Screen Protector/Guard,"KSh 11,398","KSh 29,999",5 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU","KSh 26,999","KSh 18,999",5 out of 5
Tecno NEW T528 KABAMBE PHONE//3. SCREEN DISPLAY//FM LOUD SPEAKER WIRELESS//FACEBOOK//TYPE-C CHARGER//,"KSh 1,399","KSh 2,700",5 out of 5
"Tecno  SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+SMART WATCH  C","KSh 26,999","KSh 13,999",5 out of 5
Tecno camon 30s pro 16 gb ram ( 8+8 ) 256 gb BATTERY 5000mh SPP WW,"KSh 1,180","KSh 38,000",3 out of 5
Samsung Galaxy A53 5G- Dual SIM - Awesome Black - 6 GB RAM - 128GB HDD,"KSh 17,800","KSh 30,000",5 out of 5
"Bontel Explorer 300 Walkie Talkie Mobile Phone - Dual SIM, Spotlight Torch","KSh 5,963","KSh 3,000",4 out of 5
"Bontel 2720 1.77”FLIP,FLASH DISK,WATCH& BLUETOOTH","KSh 26,389","KSh 27,999",4.3 out of 5
Nokia 1.8-inch Dual SIM Mobile Phone-Black.,"KSh 22,999","KSh 35,000",5 out of 5
"Samsung Galaxy A05s, 6.7"", 64GB + 4GB (Dual SIM), 5000mAh, Violet","KSh 22,999","KSh 5,000",4 out of 5
"Oppo A60 6.67'' 8GB RAM + 256GB ROM, 50MP, 5000mAh, 45W, (DUAL SIM) - Ripple Blue + Smart watch & Power bank","KSh 11,195","KSh 10,999",5 out of 5
Tecno Pova 6 Neo - 6.78'' - 256GB HDD - 8GB RAM - 50MP Rear/8MP Front - 7000mAh -,"KSh 19,399","KSh 40,999",3 out of 5
"Samsung GALAXY A16, 5G 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU","KSh 11,999","KSh 19,999",5 out of 5
"Oppo A38, 6.56"" Display, 4GB RAM + 128GB ROM, 50MP, 4G LTE, 5000mAh - Glowing Black + Smart watch & Earpods","KSh 8,999","KSh 20,000",5 out of 5
"Huawei Y9 2019 - 6.59"" - 128GB + 6GB - (Dual SIM) Black","KSh 4,967","KSh 7,000",4.7 out of 5
Samsung Galaxy A13 5G 64GB HDD- 4GB RAM- Black,"KSh 31,900","KSh 19,999",5 out of 5
Nokia  150 Display : 2.4inch QVGA Size : 132 x 50.5 x 15mm Battery :1020mAh,"KSh 57,000","KSh 3,200",4 out of 5
"Samsung Galaxy A15, 6.5'', 6GB RAM + 128GB ROM (Dual Sim) 50MP,  5000mAh - Blue + FREEBIES","KSh 5,700","KSh 19,999",4 out of 5
"XIAOMI Redmi A3 pro, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh QQQ","KSh 1,650","KSh 19,999",4.4 out of 5
"Tecno SPARK 20C,6.6 INCHES DISPLAY,5000MAH,256GB ROM,UPTO 12GB RAM,& FREE GIFTS",KSh 655,"KSh 17,000",2 out of 5
"Samsung Galaxy Note 10 Plus - 6.8"" - 256GB - 12GB RAM - Single Sim - Monet","KSh 17,999","KSh 14,999",5 out of 5
Oppo A77S 128GB 8GB 50MP 6.56inch 5000mAh 4G Dual SIM,"KSh 33,169","KSh 20,000",3.6 out of 5
"Itel S24, 6.6'', 128GB + 4GB (Extended UPTO 8GB) RAM, 5000mAh, Dawn White (1YR WRTY)","KSh 12,200","KSh 20,000",4 out of 5
"Tecno  Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh+COVER SPEAKER","KSh 25,650","KSh 20,000",4.6 out of 5
"P47 2 NEW SUPER STRONG BASS Bluetooth Wireless Headphone, Head Phones With Memory Card Slot & FM Radio + Value Gift High Performance Speed 32 GB Memory Card 16GB","KSh 12,450","KSh 3,406",3 out of 5
Woven Mobile Phone Lanyard Card Crossbody Halter Anti-lost Mobile Phone Lanyard Fixed Nylon Clip Gasket,"KSh 12,999","KSh 18,000",5 out of 5
"Itel S23+(PLUS),6.78 INCHES,5000MAH,4GB RAM/128GB ROM,CURVED SCREEN ,& CLASSY FREEBIES PACK","KSh 29,999","KSh 45,999",5 out of 5
"Tecno Spark 20-6.6"" (128GB ROM/4GB RAM+4GB RAM) 4G Dual SIM,5000mAh,","KSh 12,499","KSh 29,299",4.5 out of 5
Apple Iphone 7Plus Silver Pre-Used 5.5inch Original Phone 128GB 256GB Smartphones Legit Phone Mobile Phone 99%new Free Accessories,"KSh 10,499","KSh 30,000",4 out of 5
"Samsung GALXY A55 5G,8GB RAM/256GB ROM,5000MAH,SPLY""","KSh 2,550","KSh 1,100",3.6 out of 5
"Samsung A06, 6.7'' Display, 4GB RAM + 64GB ROM (Dual Sim) 50MP Camera, 5000mAh black","KSh 46,999","KSh 19,999",3 out of 5
"Tecno POP 8 6.6"" 4GB RAM + 128GB ROM - Android 13 - Dual sim - 5000mAh - Dual Speaker - White  + Free Gifts",KSh 710,"KSh 45,000",5 out of 5
"XIAOMI Redmi 14C, 6.88"" (6GB RAM+128GB Storage) (Dual Sim) 5160mAh - Midnight Black","KSh 27,999","KSh 20,999",5 out of 5
"Samsung Galaxy S22 Ultra 5G, -512GB + 12GB RAM- (Duos  )-5000mAh- PHANTOM GREEN","KSh 63,999","KSh 7,999",2.3 out of 5
"XIAOMI Redmi Note 13 Pro, 6.67"",( 256GB + 8GB RAM), 200MP Camera, 5100mAh - Black","KSh 19,500","KSh 19,999",3 out of 5
"SQ Mobile SQ8700s,,6800battery Mah//dual Sim","KSh 1,050","KSh 25,299",2 out of 5
Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)BLACK,"KSh 20,799","KSh 2,900",4 out of 5
S24 Ultra Smartphone 7.0-inch 2 16GB Android 5g,"KSh 18,789","KSh 55,999",3.9 out of 5
"Oppo A38, 6.56"", 6GB RAM + 128GB, 50MP, 4G LTE, 5000mAh -Glowing Black + Smart watch+Power bank","KSh 16,999","KSh 22,000",3.8 out of 5
"Infinix Hot 50i 4G""6.7-inch, 6GB RAM+128GB ROM' Battery: 5000mAh(Gold)+FREE GIFTS","KSh 15,998","KSh 27,999",5 out of 5
"Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI","KSh 175,999","KSh 23,000",3 out of 5
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired","KSh 20,899","KSh 18,000",4.1 out of 5
"Vivo Y28 - 6.64"" - 8GB RAM + 128 GB (Dual SIM) 6000mAh -Gleaming Orange (2YRs WRTY)","KSh 4,944","KSh 3,400",4.4 out of 5
XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WW BN,"KSh 36,499","KSh 65,000",2 out of 5
"Bontel 2720 Flip Phone, 1.77'' Display, FM Radio , Flash Torch-1000mAh",KSh 950,"KSh 18,000",5 out of 5
